City,Colors,Shape,State,Time,Month,Day,Year
Russellville,ORANGE,SPHERE,AR,6/30/1957 18:00,6,30,1957
Barker,,DISK,NY,6/30/1957 20:00,6,30,1957
Albany,,CIRCLE,CA,6/30/1957 21:00,6,30,1957
Mullens,,OVAL,WV,7/1/1957 13:00,7,1,1957
Talcott,,SPHERE,WV,7/1/1957 13:00,7,1,1957
Del Rio,,CIGAR,TX,7/1/1957 20:00,7,1,1957
Phillipsburg,,CIGAR,NJ,7/10/1957 20:00,7,10,1957
Baltimore,,OTHER,MD,7/10/1957 22:00,7,10,1957
Chesapeake,,DISK,OH,7/13/1957 9:00,7,13,1957
Temple City,,LIGHT,CA,7/15/1957 12:00,7,15,1957
Houston,,DIAMOND,TX,7/15/1957 13:00,7,15,1957
Williamsport,,CIGAR,PA,7/15/1957 14:00,7,15,1957
Long Beach,,DISK,CA,7/15/1957 15:00,7,15,1957
Denver,,LIGHT,CO,7/15/1957 22:00,7,15,1957
Kresgeville,,,PA,7/15/1957 22:00,7,15,1957
Salt  Lake City,,DISK,UT,7/15/1957 22:00,7,15,1957
Kansas City,RED,LIGHT,MO,7/15/1957 23:30,7,15,1957
Arco,,DISK,ID,8/1/1957 12:00,8,1,1957
Vandalia,,DISK,OH,8/3/1957 20:00,8,3,1957
Bainbridge,,FIREBALL,MD,8/4/1957 2:00,8,4,1957
Indianapolis,,LIGHT,IN,8/7/1957 1:00,8,7,1957
San Diego,,DISK,CA,8/9/1957 0:30,8,9,1957
Ticonderoga,,DISK,NY,8/14/1957 16:00,8,14,1957
California,,FIREBALL,CA,8/14/1957 21:00,8,14,1957
Longview,,TRIANGLE,WA,8/15/1957 1:00,8,15,1957
Ludlow,,CIGAR,MA,8/15/1957 1:00,8,15,1957
Exeter,,DISK,NH,8/15/1957 21:00,8,15,1957
Auburn,,,MA,8/15/1957 21:30,8,15,1957
Smith's Ferry,,DISK,ID,8/16/1957 21:30,8,16,1957
Huntington,,TRIANGLE,IN,8/17/1957 23:00,8,17,1957
Graham,,SPHERE,TX,9/1/1957 16:00,9,1,1957
Brecksville,,CIRCLE,OH,9/1/1957 23:00,9,1,1957
Los Gatos,,DISK,CA,9/5/1957 17:30,9,5,1957
St. Paul,,DISK,MN,9/10/1957 19:15,9,10,1957
El Paso,,DISK,TX,9/15/1957 4:00,9,15,1957
Lake Jackson,,FIREBALL,TX,9/15/1957 21:30,9,15,1957
Tacoma,,DISK,WA,9/15/1957 23:00,9,15,1957
Hopkinsville,,CIGAR,KY,9/20/1957 0:00,9,20,1957
Nelchina,,,AK,10/1/1957 16:00,10,1,1957
Martelle,,CIGAR,IA,10/1/1957 20:30,10,1,1957
Paterson,,DISK,NJ,10/1/1957 21:00,10,1,1957
Northeast Cape AFS,,,AK,10/1/1957 22:00,10,1,1957
St. Paul,,LIGHT,MN,10/5/1957 19:00,10,5,1957
England,,DISK,AR,10/15/1957 1:45,10,15,1957
New York City,,,NY,10/15/1957 2:00,10,15,1957
Houston,,LIGHT,TX,10/15/1957 20:30,10,15,1957
Commerce City,,FIREBALL,CO,10/15/1957 22:00,10,15,1957
Teaneck,,CYLINDER,NJ,11/10/1957 17:00,11,10,1957
Corpus Christi,,LIGHT,TX,11/10/1957 19:00,11,10,1957
St Lawrence Island,,OTHER,AK,11/10/1957 20:00,11,10,1957
Madison,,CIGAR,WI,12/28/1957 0:00,12,28,1957
Madison,,CIGAR,WI,12/28/1957 0:00,12,28,1957
Pep,,FIREBALL,TX,1/1/1958 22:00,1,1,1958
Howell,,CIGAR,MI,2/15/1958 2:30,2,15,1958
Winooski,,OVAL,VT,4/17/1958 21:30,4,17,1958
Winooski,,OVAL,VT,4/17/1958 21:30,4,17,1958
Palmer Park,,SPHERE,MD,5/5/1958 20:00,5,5,1958
North Hollywood,,CIRCLE,CA,5/7/1958 10:00,5,7,1958
Cincinnati,,DIAMOND,OH,5/16/1958 0:00,5,16,1958
North Hollywood,,SPHERE,CA,5/20/1958 0:00,5,20,1958
Middlesex,,CIRCLE,NC,6/1/1958 2:00,6,1,1958
San Francisco,,OVAL,CA,6/1/1958 19:00,6,1,1958
New York City,,OVAL,NY,6/1/1958 21:00,6,1,1958
Timpson,,LIGHT,TX,6/1/1958 22:00,6,1,1958
Grand Island,,CIRCLE,NE,6/1/1958 22:30,6,1,1958
Cincinnati,,DIAMOND,OH,6/6/1958 9:30,6,6,1958
Baldwin Park,,CIGAR,CA,6/10/1958 12:00,6,10,1958
Florala ?,,DISK,AL,6/15/1958 0:00,6,15,1958
Mountain View,,OTHER,MO,6/15/1958 0:00,6,15,1958
Coffeyville,,CIGAR,KS,6/15/1958 15:00,6,15,1958
Yonkers,,LIGHT,NY,6/15/1958 15:00,6,15,1958
Menlo Park,,LIGHT,CA,6/15/1958 19:15,6,15,1958
Houston,,DISK,TX,6/15/1958 20:00,6,15,1958
Oklahoma,,LIGHT,OK,6/15/1958 22:00,6,15,1958
Pawnee,,,OK,6/15/1958 23:00,6,15,1958
Pawnee,,LIGHT,OK,6/15/1958 23:00,6,15,1958
Silverdale,,CYLINDER,WA,6/30/1958 12:00,6,30,1958
Conyers,,TEARDROP,GA,6/30/1958 13:00,6,30,1958
Camden,,DISK,ME,6/30/1958 16:00,6,30,1958
Fort Worth,,DISK,TX,6/30/1958 20:00,6,30,1958
Durham,,LIGHT,KS,6/30/1958 21:30,6,30,1958
Thibodaux,,FIREBALL,LA,6/30/1958 23:00,6,30,1958
Osmond,,,NE,7/1/1958 4:48,7,1,1958
Muncie,,,IN,7/1/1958 21:00,7,1,1958
Cheektowaga,,TEARDROP,NY,7/10/1958 9:00,7,10,1958
Woodland Hills,,LIGHT,FL,7/10/1958 17:00,7,10,1958
no data,,DISK,UT,7/11/1958 23:00,7,11,1958
Novato,,DISK,CA,7/15/1958 17:30,7,15,1958
Rock Springs,,DISK,WY,7/20/1958 21:30,7,20,1958
Randallstown,,TRIANGLE,MD,7/30/1958 22:00,7,30,1958
Derby,,DISK,CT,8/1/1958 19:00,8,1,1958
Scarborough,,DISK,ME,8/8/1958 15:00,8,8,1958
Bellevue,,LIGHT,WA,8/10/1958 21:30,8,10,1958
Monroe,,OVAL,GA,8/15/1958 14:00,8,15,1958
Fargo,,DISK,ND,9/1/1958 20:00,9,1,1958
Perry,RED,TRIANGLE,IA,9/1/1958 21:00,9,1,1958
Arthur,,,ND,9/7/1958 19:00,9,7,1958
Ashland,,CIRCLE,KY,9/14/1958 19:30,9,14,1958
Davis Jct.,,FIREBALL,IL,9/20/1958 22:20,9,20,1958
Phelps County,,DISK,NE,9/25/1958 19:00,9,25,1958
St. Paul,,OTHER,MN,10/20/1958 21:00,10,20,1958
Terrebonne,,,OR,10/25/1958 20:00,10,25,1958
Riverside,,LIGHT,IL,10/30/1958 1:00,10,30,1958
Greenville,,DISK,RI,11/15/1958 22:30,11,15,1958
Milwaukee,,DISK,WI,11/25/1958 23:00,11,25,1958
South San Francisco,,DISK,CA,1/10/1959 18:30,1,10,1959
New York City,,,NY,3/1/1959 23:00,3,1,1959
Miami,,SPHERE,FL,4/1/1959 1:00,4,1,1959
Mendham,,DISK,NJ,4/15/1959 21:00,4,15,1959
Baden,,CYLINDER,PA,4/26/1959 19:00,4,26,1959
Columbus,,LIGHT,OH,5/1/1959 18:30,5,1,1959
El Sobrante,YELLOW,CIRCLE,CA,5/5/1959 9:00,5,5,1959
Evanston,,,IL,5/15/1959 4:00,5,15,1959
Cincinnati,,DISK,OH,5/30/1959 17:00,5,30,1959
Wabash River,,CIRCLE,IN,6/1/1959 8:00,6,1,1959
Nashville,,,TX,6/1/1959 12:00,6,1,1959
Orange,,CYLINDER,CT,6/1/1959 12:00,6,1,1959
Sidney,,LIGHT,OH,6/1/1959 18:30,6,1,1959
Nelson,,CIGAR,NE,6/1/1959 22:00,6,1,1959
Arvada,,CIRCLE,CO,6/5/1959 13:00,6,5,1959
Monroe,,,MI,6/10/1959 13:00,6,10,1959
Missoula,,,MT,6/15/1959 1:00,6,15,1959
Minneapolis,,OTHER,MN,6/15/1959 8:30,6,15,1959
Campbell,,DISK,CA,6/15/1959 10:00,6,15,1959
Buffalo,,LIGHT,WV,6/15/1959 23:00,6,15,1959
Minneapolis,,FORMATION,MN,6/23/1959 22:00,6,23,1959
Globe,,RECTANGLE,AZ,6/28/1959 13:00,6,28,1959
Campbellsport,,CIRCLE,WI,6/30/1959 14:00,6,30,1959
New York City,,OVAL,NY,6/30/1959 20:00,6,30,1959
Phoenix,,DISK,AZ,6/30/1959 21:00,6,30,1959
Strathmore,,DISK,CA,7/1/1959 1:00,7,1,1959
Castle Rock,,CIGAR,WA,7/1/1959 20:00,7,1,1959
Gardner Lake,,OVAL,ME,7/4/1959 20:00,7,4,1959
Long Beach,,LIGHT,CA,7/7/1959 23:00,7,7,1959
Nort Sutton,,,NH,7/15/1959 12:00,7,15,1959
New Albany,,CIGAR,IN,7/15/1959 23:00,7,15,1959
Worcester,,OTHER,MA,7/16/1959 18:00,7,16,1959
Salem,,DISK,OH,7/19/1959 1:00,7,19,1959
Fort Lauderdale,,LIGHT,FL,7/20/1959 21:30,7,20,1959
Allendale,,LIGHT,KY,7/22/1959 14:30,7,22,1959
Golden,,DISK,TX,8/1/1959 18:00,8,1,1959
Reseda,,DISK,CA,8/10/1959 1:30,8,10,1959
Troy,,,NY,8/13/1959 21:00,8,13,1959
Jewett,,LIGHT,NY,8/13/1959 22:30,8,13,1959
Roswell,,,NM,8/15/1959 15:00,8,15,1959
Mohave,,LIGHT,CA,8/15/1959 21:00,8,15,1959
Lake Bonita,,FIREBALL,NM,8/20/1959 3:00,8,20,1959
Fallon,,OVAL,NV,9/15/1959 0:00,9,15,1959
Goldfield,,LIGHT,NV,9/15/1959 1:00,9,15,1959
Dayton,,DISK,OH,9/15/1959 11:30,9,15,1959
New York City,,OTHER,NY,10/1/1959 16:00,10,1,1959
Jacksonville,,,IL,10/1/1959 19:00,10,1,1959
Duluth,,,WI,10/1/1959 20:45,10,1,1959
Duluth,,,WI,10/5/1959 18:30,10,5,1959
Rock Hill,,TRIANGLE,SC,10/5/1959 19:00,10,5,1959
Marysville,,OTHER,WA,10/15/1959 0:00,10,15,1959
Four States,RED,SPHERE,WV,10/16/1959 22:30,10,16,1959
Starke,,SPHERE,FL,11/11/1959 20:00,11,11,1959
Lafayette,,CIRCLE,IN,11/15/1959 1:30,11,15,1959
Los Angeles,,DISK,CA,12/20/1959 18:30,12,20,1959
Tehachapi,,FIREBALL,CA,12/30/1959 18:35,12,30,1959
Del Mar,,,CA,12/30/1959 23:00,12,30,1959
Bristol,,DISK,VA,1/15/1960 22:00,1,15,1960
St. Paul,,CIGAR,MN,2/1/1960 22:15,2,1,1960
Hartwell,,CIGAR,GA,2/1/1960 23:00,2,1,1960
Winston-Salem,,CIGAR,NC,2/18/1960 21:00,2,18,1960
Houston,,TRIANGLE,TX,3/12/1960 23:00,3,12,1960
Houston,,OTHER,TX,4/1/1960 21:00,4,1,1960
Tucson,,LIGHT,AZ,5/1/1960 20:00,5,1,1960
Schenectady,,,NY,5/15/1960 0:00,5,15,1960
Terre Haute,,OTHER,IN,5/15/1960 18:00,5,15,1960
Great Bend,,OTHER,KS,6/1/1960 0:00,6,1,1960
Salt Lake City,,DISK,UT,6/1/1960 0:00,6,1,1960
Seattle,GREEN,OVAL,WA,6/1/1960 0:00,6,1,1960
Yakima,,OTHER,WA,6/1/1960 2:30,6,1,1960
Palmdale,,DISK,CA,6/1/1960 12:00,6,1,1960
Sacramento,,CIGAR,CA,6/1/1960 12:00,6,1,1960
Chadd's Ford,,CYLINDER,PA,6/1/1960 13:00,6,1,1960
New Jersey,,CIGAR,NJ,6/1/1960 13:00,6,1,1960
Watervliet,,DISK,MI,6/1/1960 18:00,6,1,1960
Vassalboro,,OVAL,ME,6/1/1960 20:00,6,1,1960
Silverfdale,,VARIOUS,WA,6/1/1960 22:00,6,1,1960
Santa Ana,,DISK,CA,6/3/1960 18:00,6,3,1960
Cape Canaveral,,FIREBALL,FL,6/6/1960 12:00,6,6,1960
Philadelphia,,SPHERE,PA,6/10/1960 18:00,6,10,1960
Barstow-Baker,,DISK,CA,6/11/1960 2:00,6,11,1960
Great Falls,,FORMATION,MT,6/12/1960 14:30,6,12,1960
Quincy,,DISK,CA,6/13/1960 2:00,6,13,1960
Baltimore,,OTHER,MD,6/15/1960 21:00,6,15,1960
Kansas City,,DISK,KS,6/15/1960 21:45,6,15,1960
Chicago,,OVAL,IL,6/18/1960 23:00,6,18,1960
East Bernstadt,,DISK,KY,6/21/1960 14:00,6,21,1960
Albertson,,,NY,6/30/1960 0:00,6,30,1960
Litchfield,,OTHER,PA,6/30/1960 12:00,6,30,1960
Portland,,DISK,OR,6/30/1960 20:30,6,30,1960
,,DISK,NV,7/1/1960 12:00,7,1,1960
Stevens,,OTHER,MN,7/1/1960 12:00,7,1,1960
Portland,,,OR,7/1/1960 20:00,7,1,1960
New Berlin,,CIRCLE,WI,7/4/1960 21:30,7,4,1960
Springdale,,FORMATION,AR,7/7/1960 22:00,7,7,1960
La Verne,ORANGE YELLOW,CIRCLE,CA,7/15/1960 1:00,7,15,1960
Pacific Coast Highway,,,CA,7/15/1960 10:00,7,15,1960
Goldsboro,,SPHERE,NC,7/15/1960 16:00,7,15,1960
Amarillo,,DIAMOND,TX,7/15/1960 21:00,7,15,1960
Upland,,CIRCLE,CA,7/30/1960 21:00,7,30,1960
Allentown,,CYLINDER,PA,8/1/1960 12:00,8,1,1960
Taftville,,DISK,CT,8/1/1960 15:00,8,1,1960
Boston,,DISK,MA,8/1/1960 18:00,8,1,1960
Carteret,,CIGAR,NJ,8/1/1960 18:00,8,1,1960
Crystal,,CIRCLE,WI,8/1/1960 23:00,8,1,1960
Cherokee,,FIREBALL,NC,8/2/1960 23:00,8,2,1960
Belmont,,CIRCLE,NY,8/10/1960 1:00,8,10,1960
Watchung,RED,CIGAR,NJ,8/10/1960 18:00,8,10,1960
Cottonwood,,,WA,8/13/1960 19:00,8,13,1960
Saugus,,CIRCLE,MA,8/15/1960 15:00,8,15,1960
Framingham,,OVAL,MA,8/15/1960 16:00,8,15,1960
Long Beach,,OTHER,CA,8/17/1960 21:10,8,17,1960
Pittsburgh,,SPHERE,PA,8/20/1960 21:30,8,20,1960
Dickinson,,CIRCLE,ND,8/28/1960 21:00,8,28,1960
Buffalo,,OVAL,NY,9/5/1960 21:00,9,5,1960
Wichita,,OVAL,KS,9/10/1960 10:00,9,10,1960
Kingsport,ORANGE,CIRCLE,TN,9/15/1960 19:00,9,15,1960
Seattle,,DISK,WA,9/15/1960 20:30,9,15,1960
Susanville,,,CA,9/15/1960 21:00,9,15,1960
Kaneohe,,LIGHT,HI,10/10/1960 20:00,10,10,1960
Burnsville,,,MN,10/18/1960 0:00,10,18,1960
Westbury,,DISK,NY,11/2/1960 18:00,11,2,1960
Sumner,,SPHERE,WA,11/11/1960 2:00,11,11,1960
Kansas City,,,KS,11/15/1960 22:00,11,15,1960
Santa Clara,,CIRCLE,CA,1/1/1961 12:00,1,1,1961
Kendallville,,CIRCLE,IN,1/1/1961 13:00,1,1,1961
Lancaster,,DISK,CA,2/2/1961 1:00,2,2,1961
Panhandle,,DIAMOND,TX,2/22/1961 20:00,2,22,1961
McGuire AFB,RED GREEN,SPHERE,NJ,3/12/1961 21:00,3,12,1961
New York City,,CROSS,NY,3/29/1961 0:00,3,29,1961
Shenandoah,,LIGHT,PA,4/1/1961 20:00,4,1,1961
Altus,,CIRCLE,OK,4/15/1961 21:00,4,15,1961
Auburn,,CIGAR,WA,5/1/1961 22:00,5,1,1961
Parris Island,,VARIOUS,SC,5/15/1961 4:00,5,15,1961
Alpine,,DISK,UT,6/1/1961 0:00,6,1,1961
no data,,TEARDROP,NY,6/1/1961 18:00,6,1,1961
Opa Locka,,OTHER,FL,6/1/1961 18:00,6,1,1961
Carrollton,,,TX,6/10/1961 19:30,6,10,1961
Huntsville,,TRIANGLE,AL,6/15/1961 12:00,6,15,1961
Richardson,GREEN,LIGHT,TX,6/15/1961 15:00,6,15,1961
Frederick,,LIGHT,OK,6/15/1961 20:30,6,15,1961
Chicago,,DISK,IL,6/17/1961 19:00,6,17,1961
Webster Groves,,CIRCLE,MO,6/20/1961 0:00,6,20,1961
Dallas,,DISK,GA,6/22/1961 0:00,6,22,1961
Greensboro,,CIGAR,NC,6/30/1961 8:00,6,30,1961
Orlando,,DISK,FL,6/30/1961 15:00,6,30,1961
La Mirada,ORANGE,CIGAR,CA,6/30/1961 19:00,6,30,1961
Rotan,,SPHERE,TX,6/30/1961 22:00,6,30,1961
Lawrenceville,,CIRCLE,GA,7/1/1961 21:00,7,1,1961
West Haven,,LIGHT,CT,7/8/1961 21:00,7,8,1961
Sapulpa,,,OK,7/15/1961 1:00,7,15,1961
Gettysburg,,CIGAR,PA,7/15/1961 11:00,7,15,1961
Mount Hope,,,WV,7/15/1961 23:00,7,15,1961
Newberg,,EGG,OR,7/15/1961 23:30,7,15,1961
Arlington Heights,,DISK,IL,7/16/1961 19:50,7,16,1961
Mill Valley,,DISK,CA,8/1/1961 0:00,8,1,1961
Glenshaw,,DISK,PA,8/5/1961 21:15,8,5,1961
Pittsburgh,,SPHERE,PA,8/5/1961 23:00,8,5,1961
Palatine,ORANGE,DISK,IL,8/9/1961 20:00,8,9,1961
New York City,,DISK,NY,8/15/1961 19:00,8,15,1961
Evendale,,,OH,8/30/1961 0:00,8,30,1961
Fort Benning,,DISK,GA,9/1/1961 18:46,9,1,1961
Toledo,,LIGHT,OH,9/1/1961 20:30,9,1,1961
Wahoo,,EGG,NE,9/15/1961 20:00,9,15,1961
Toledo,,SPHERE,OH,10/1/1961 3:00,10,1,1961
Tulsa,,DISK,OK,10/1/1961 3:30,10,1,1961
Nashville,,DISK,TN,10/1/1961 19:00,10,1,1961
Graham,,TRIANGLE,NC,10/1/1961 22:00,10,1,1961
Bristol,,SPHERE,TN,10/10/1961 19:00,10,10,1961
Indialantic,,OVAL,FL,10/15/1961 18:00,10,15,1961
Bakersfield,RED,CIRCLE,CA,11/11/1961 23:00,11,11,1961
Leesville,,FLASH,SC,11/26/1961 10:00,11,26,1961
Bartow,,SPHERE,FL,12/17/1961 21:00,12,17,1961
Forestburg,,SPHERE,TX,12/26/1961 20:00,12,26,1961
Key West,,SPHERE,FL,1/1/1962 8:00,1,1,1962
Fayetteville,,CIRCLE,NC,2/19/1962 21:00,2,19,1962
Snohomish,,DIAMOND,WA,3/1/1962 8:00,3,1,1962
Wendover,,DISK,UT,3/3/1962 3:00,3,3,1962
Clayton,,,NC,3/8/1962 21:00,3,8,1962
Camden,,SPHERE,OH,3/15/1962 10:00,3,15,1962
Shenandoah,YELLOW,LIGHT,PA,3/31/1962 21:00,3,31,1962
Huntingdon,GREEN,,GA,4/15/1962 21:00,4,15,1962
Acoma,,CYLINDER,NM,5/15/1962 21:00,5,15,1962
Toms River,,DISK,NJ,5/15/1962 21:00,5,15,1962
Pittsburg,RED,VARIOUS,OK,5/15/1962 21:30,5,15,1962
Whitehouse,,LIGHT,NJ,5/20/1962 23:00,5,20,1962
Garland,,DISK,TX,5/30/1962 20:00,5,30,1962
Bartlesville,,,OK,6/1/1962 0:00,6,1,1962
Charleston,,DISK,SC,6/1/1962 12:00,6,1,1962
Ellwood City,,DISK,PA,6/1/1962 12:00,6,1,1962
Liberty Homes,,SPHERE,SC,6/1/1962 12:00,6,1,1962
San Francisco,,CIRCLE,CA,6/1/1962 19:00,6,1,1962
Aurora,,LIGHT,CO,6/1/1962 20:00,6,1,1962
Benton,,DISK,IL,6/1/1962 21:30,6,1,1962
Lempster,,CIRCLE,NH,6/14/1962 19:45,6,14,1962
Castle Rock,,SPHERE,WA,6/15/1962 0:00,6,15,1962
Lawrence County,,DISK,IL,6/15/1962 19:30,6,15,1962
Booneville,,DISK,NC,6/15/1962 20:00,6,15,1962
IL,,DISK,IL,6/15/1962 21:30,6,15,1962
Joyce,,OTHER,WA,6/16/1962 23:30,6,16,1962
Ossining,,,NY,6/25/1962 2:00,6,25,1962
Orlando,,SPHERE,FL,6/30/1962 0:00,6,30,1962
Granada Hills,,SPHERE,CA,6/30/1962 2:00,6,30,1962
Cadiz,,,CA,6/30/1962 7:00,6,30,1962
Royal Oak,,DISK,MI,6/30/1962 17:30,6,30,1962
Bethpage,,TRIANGLE,NY,6/30/1962 18:00,6,30,1962
Bay Area,,DISK,CA,6/30/1962 19:00,6,30,1962
Miami,,OVAL,FL,7/1/1962 0:00,7,1,1962
Chicago,,DISK,IL,7/1/1962 22:00,7,1,1962
Seattle,,OTHER,WA,7/1/1962 22:00,7,1,1962
Spearman,,,TX,7/4/1962 21:00,7,4,1962
Lindsay,,CYLINDER,OK,7/7/1962 2:00,7,7,1962
Tannersville,,LIGHT,NY,7/10/1962 10:00,7,10,1962
Avon-by-the-Sea,ORANGE,VARIOUS,NJ,7/15/1962 2:00,7,15,1962
Chicago,,OTHER,IL,7/15/1962 19:00,7,15,1962
East Windsor,ORANGE,CIRCLE,CT,7/15/1962 21:00,7,15,1962
Frankfort,,OVAL,MI,7/15/1962 21:00,7,15,1962
Mentor,,DISK,OH,7/15/1962 21:00,7,15,1962
Sunrise Beach,,CYLINDER,MO,7/15/1962 23:00,7,15,1962
Burkesville,,DISK,KY,7/20/1962 18:00,7,20,1962
Springdale,,LIGHT,AR,7/20/1962 21:00,7,20,1962
Rensselaer,,OTHER,NY,7/24/1962 12:00,7,24,1962
Savannah,,DISK,GA,8/1/1962 15:00,8,1,1962
Beaverton,,TRIANGLE,OR,8/1/1962 19:30,8,1,1962
Ship's Bottom,,,NJ,8/1/1962 23:00,8,1,1962
Lodi,RED,OTHER,OH,8/8/1962 14:00,8,8,1962
Wellington,,,KS,8/10/1962 15:00,8,10,1962
Denver,,DISK,CO,8/15/1962 17:30,8,15,1962
Nenana,,OVAL,AK,8/15/1962 19:00,8,15,1962
Ann Arbor,,DISK,MI,8/15/1962 20:00,8,15,1962
Haverhill,,DISK,MA,8/16/1962 12:00,8,16,1962
San Juan Island,,DISK,WA,9/1/1962 12:00,9,1,1962
Seattle,,CIRCLE,WA,9/1/1962 12:00,9,1,1962
Hopewell,,LIGHT,VA,9/1/1962 15:00,9,1,1962
St. Louis,,SPHERE,MO,9/4/1962 15:30,9,4,1962
Wisconsin,ORANGE,DISK,WI,9/14/1962 17:30,9,14,1962
Severn,,,NC,9/15/1962 14:00,9,15,1962
Island Beach State Park,,DISK,NJ,9/15/1962 18:00,9,15,1962
Savannah,,OVAL,GA,9/29/1962 22:00,9,29,1962
Ft. Lee,,,VA,10/15/1962 0:00,10,15,1962
Chicago,,OTHER,IL,10/15/1962 22:30,10,15,1962
Valparaiso,,CIGAR,FL,11/1/1962 18:00,11,1,1962
Pharr,,CHEVRON,TX,11/9/1962 20:30,11,9,1962
Alameda Naval Air Station,,,CA,11/15/1962 14:00,11,15,1962
Runge,,SPHERE,TX,11/15/1962 21:00,11,15,1962
New York City,,CIGAR,NY,12/21/1962 23:21,12,21,1962
Markleville,,DISK,CA,1/1/1963 10:00,1,1,1963
Helena,,DIAMOND,MT,1/1/1963 22:00,1,1,1963
Holyoke,,DISK,MA,1/20/1963 22:00,1,20,1963
Cape May Court House,,,NJ,2/21/1963 21:30,2,21,1963
Husten,,,TX,2/23/1963 11:30,2,23,1963
Normandy Park,,CYLINDER,WA,3/15/1963 13:00,3,15,1963
Great Lakes,,DISK,IL,3/15/1963 17:30,3,15,1963
Tucson,,TRIANGLE,AZ,4/1/1963 7:00,4,1,1963
Vero Beach,,DISK,FL,4/7/1963 20:00,4,7,1963
Russellton,,SPHERE,PA,4/10/1963 0:00,4,10,1963
Lompoc,,DISK,CA,4/15/1963 19:30,4,15,1963
Alexandria,RED,LIGHT,VA,4/20/1963 17:00,4,20,1963
Lynn,,DISK,MA,5/7/1963 3:00,5,7,1963
New York City,,OTHER,NY,5/15/1963 7:00,5,15,1963
Towson,,OVAL,MD,5/15/1963 14:00,5,15,1963
Tishimingo,,VARIOUS,OK,5/15/1963 22:00,5,15,1963
Emporia,,RECTANGLE,KS,5/30/1963 17:30,5,30,1963
Cocoa,,,FL,6/1/1963 0:00,6,1,1963
Houston,,,TX,6/1/1963 0:00,6,1,1963
San Francisco,,DISK,CA,6/1/1963 0:00,6,1,1963
St. Louis County,,CIGAR,MO,6/1/1963 2:00,6,1,1963
Williamsport,RED,OTHER,MD,6/1/1963 8:00,6,1,1963
Gonzales,,CIGAR,TX,6/1/1963 8:30,6,1,1963
Albemarle,,DISK,NC,6/1/1963 11:00,6,1,1963
Houston,,CIGAR,TX,6/1/1963 12:00,6,1,1963
Kirksey,,TRIANGLE,KY,6/1/1963 13:00,6,1,1963
Waukegan,,FORMATION,IL,6/1/1963 16:00,6,1,1963
Royal Oak,RED,TRIANGLE,MI,6/1/1963 18:00,6,1,1963
Laguna Beach,,LIGHT,CA,6/1/1963 20:00,6,1,1963
Rodeo,,SPHERE,CA,6/1/1963 21:00,6,1,1963
Big Kandiyohi Lake,,LIGHT,MN,6/1/1963 22:00,6,1,1963
Colorado Springs,,DISK,CO,6/1/1963 23:00,6,1,1963
Fort Collins,,CIGAR,CO,6/10/1963 3:00,6,10,1963
Menasha,,CIRCLE,WI,6/11/1963 11:00,6,11,1963
Hollywood,,DISK,FL,6/15/1963 1:00,6,15,1963
Milford,,OTHER,CT,6/15/1963 3:00,6,15,1963
Washougal,,,WA,6/15/1963 3:33,6,15,1963
North St. Paul,,DISK,MN,6/15/1963 11:30,6,15,1963
Jonesboro,,CIGAR,AR,6/15/1963 18:00,6,15,1963
Sacramento,,CYLINDER,CA,6/15/1963 18:15,6,15,1963
Newaygo,,SPHERE,MI,6/15/1963 19:00,6,15,1963
Trion,,CIRCLE,GA,6/15/1963 21:00,6,15,1963
Newburgh,,OTHER,NY,6/15/1963 22:00,6,15,1963
Mansfield,,LIGHT,CT,6/27/1963 19:00,6,27,1963
Johnstown,,RECTANGLE,PA,6/30/1963 0:00,6,30,1963
Zebulon,,OTHER,NC,6/30/1963 0:00,6,30,1963
Newark,,DISK,TX,6/30/1963 6:00,6,30,1963
Salt Lake City,,DISK,UT,6/30/1963 13:00,6,30,1963
Anaheim,,DISK,CA,6/30/1963 14:00,6,30,1963
New York City,,OVAL,NY,7/1/1963 16:00,7,1,1963
Jonesboro,,DISK,AR,7/1/1963 18:00,7,1,1963
Lincoln,,OTHER,MO,7/1/1963 21:00,7,1,1963
Lincoln,,OTHER,MO,7/1/1963 21:12,7,1,1963
Tucson,,OTHER,AZ,7/2/1963 19:30,7,2,1963
East Vassalboro,ORANGE,TRIANGLE,ME,7/3/1963 21:00,7,3,1963
Evanston,,DISK,IL,7/10/1963 20:00,7,10,1963
Albert Lea,BLUE,OVAL,MN,7/11/1963 20:00,7,11,1963
Hornell,,,NY,7/14/1963 21:30,7,14,1963
Mantua,,CIRCLE,NJ,7/15/1963 0:00,7,15,1963
Weingarten,,DISK,MO,7/15/1963 0:00,7,15,1963
Kimberling City,,DISK,MO,7/15/1963 10:30,7,15,1963
Great Lakes,,DISK,IL,7/15/1963 18:00,7,15,1963
Great Lakes,,CIRCLE,IL,7/15/1963 21:00,7,15,1963
Virginia Beach,,CIRCLE,VA,7/15/1963 21:00,7,15,1963
Oklahoma City,,LIGHT,OK,7/15/1963 22:00,7,15,1963
Santa Ana,,LIGHT,CA,7/15/1963 22:30,7,15,1963
Portland,,SPHERE,OR,7/15/1963 23:00,7,15,1963
Boston,,TRIANGLE,MA,7/17/1963 9:00,7,17,1963
Tupelo,,DISK,MS,7/20/1963 19:30,7,20,1963
Amsterdam,,DISK,NY,8/1/1963 2:00,8,1,1963
Compton,,LIGHT,CA,8/1/1963 22:00,8,1,1963
